Name,release_date,meta_score,user_review,Platform_3DS,Platform_DS,Platform_Dreamcast,Platform_Game Boy Advance,Platform_GameCube,Platform_Nintendo 64,Platform_PC,Platform_PSP,Platform_PlayStation,Platform_PlayStation 2,Platform_PlayStation 3,Platform_PlayStation 4,Platform_PlayStation Vita,Platform_Wii,Platform_Wii U,Platform_Xbox,Platform_Xbox 360,Platform_Xbox One
Skate 2,"January 21, 2009",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
X-Men Legends II: Rise of Apocalypse,"October 18, 2005",84,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Darksiders II,"August 14, 2012",84,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Borderlands,"October 20, 2009",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Indigo Prophecy,"September 26, 2005",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Half-Minute Hero,"October 13, 2009",84,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Madden NFL 11,"August 10, 2010",84,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Psi-Ops: The Mindgate Conspiracy,"June 14, 2004",84,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Lord of the Rings: The Battle for Middle-Earth II,"March 2, 2006",84,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Def Jam: Fight for NY,"September 20, 2004",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Classic NES Series: The Legend of Zelda,"June 2, 2004",84,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Battlefield Vietnam,"March 14, 2004",84,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
NBA 2K3,"October 7, 2002",84,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fallout 4,"November 9, 2015",84,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Disgaea 2: Cursed Memories,"August 29, 2006",84,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Madden NFL 16,"August 25, 2015",84,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Binding of Isaac,"September 28, 2011",84,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Enemy Territory: Quake Wars,"October 2, 2007",84,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Warhawk,"August 28, 2007",84,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Valkyrie Profile 2: Silmeria,"September 26, 2006",84,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FIFA 14,"September 24, 2013",84,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
New Super Mario Bros. U,"November 18, 2012",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MLB 08: The Show,"March 4, 2008",84,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Lord of the Rings: The Return of the King,"November 5, 2003",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FIFA 17,"September 27, 2016",84,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Trine 2,"December 7, 2011",84,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Child of Eden,"June 14, 2011",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Full Spectrum Warrior,"June 1, 2004",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
NCAA College Basketball 2K3,"December 2, 2002",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Tom Clancy's Ghost Recon,"November 11, 2002",84,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
NASCAR Thunder 2003,"September 19, 2002",84,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Tom Clancy's Splinter Cell: Blacklist,"August 20, 2013",84,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
FIFA 16,"September 22, 2015",84,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vanquish,"October 19, 2010",84,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
F1 2010,"September 21, 2010",84,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vanquish,"October 19, 2010",84,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tiger Woods PGA Tour 09,"August 26, 2008",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
F1 2010,"September 22, 2010",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Puzzle Quest: Challenge of the Warlords,"March 20, 2007",84,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
NHL 13,"September 11, 2012",84,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Space Invaders Extreme,"June 17, 2008",84,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jak 3,"November 9, 2004",84,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Psi-Ops: The Mindgate Conspiracy,"June 14, 2004",84,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
James Bond 007: Everything or Nothing,"February 17, 2004",84,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Sims,"March 24, 2003",84,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Onimusha 2: Samurai's Destiny,"August 28, 2002",84,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spy Hunter,"September 24, 2001",84,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ChuChu Rocket!,"June 10, 2001",84,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bulletstorm,"February 22, 2011",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Prince of Persia: Warrior Within,"November 30, 2004",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Super Puzzle Fighter II Turbo,"November 30, 1996",83,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BlazBlue: Chrono Phantasma,"March 25, 2014",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NBA Live 2005,"September 28, 2004",83,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Virtua Tennis,"October 8, 2002",83,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kid Icarus: Uprising,"March 23, 2012",83,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sly 3: Honor Among Thieves,"September 26, 2005",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
NHL 2K6,"September 6, 2005",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
LocoRoco,"September 5, 2006",83,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MLB 06: The Show,"February 28, 2006",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anno 2070,"November 17, 2011",83,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Unreal Championship,"September 24, 2002",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Halo: Combat Evolved,"September 30, 2003",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ESPN NBA 2K5,"September 30, 2004",83,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Darksiders II,"August 14, 2012",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Baldur's Gate: Dark Alliance,"October 22, 2002",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
No More Heroes,"January 22, 2008",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fight Night Round 3,"February 23, 2006",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Shin Megami Tensei IV,"July 16, 2013",83,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Assassin's Creed IV: Black Flag,"November 12, 2013",83,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Need for Speed Underground,"November 17, 2003",83,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FIFA Soccer 2004,"November 4, 2003",83,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Homeworld 2,"September 16, 2003",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Wakeboarding Unleashed Featuring Shaun Murray,"June 10, 2003",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Phantasy Star Online Episode I & II,"April 15, 2003",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rygar: The Legendary Adventure,"November 25, 2002",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Typing of the Dead,"January 23, 2001",83,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Halo 3: ODST,"September 22, 2009",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ghost Trick: Phantom Detective,"January 11, 2011",83,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pure,"September 23, 2008",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MLB Power Pros,"October 3, 2007",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tony Hawk's Underground 2,"October 4, 2004",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Persona Q: Shadow of the Labyrinth,"November 25, 2014",83,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DiRT,"June 19, 2007",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Life is Strange,"October 20, 2015",83,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Incredible Hulk: Ultimate Destruction,"August 23, 2005",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Steins;Gate,"June 5, 2015",83,9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fable: The Lost Chapters,"September 20, 2005",83,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Resident Evil 5,"March 13, 2009",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Racing Gears Advance,"February 8, 2005",83,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dead or Alive Ultimate,"October 26, 2004",83,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Street Fighter X Tekken,"March 6, 2012",83,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
LEGO Star Wars II: The Original Trilogy,"September 12, 2006",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Deus Ex: Mankind Divided,"August 23, 2016",83,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Call of Duty: Black Ops II,"November 13, 2012",83,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Madden NFL 11,"August 10, 2010",83,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bushido Blade,"September 30, 1997",83,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
NBA 2K10,"October 6, 2009",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NBA 2K7,"September 25, 2006",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Unreal Tournament III,"November 19, 2007",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
NBA Ballers,"April 5, 2004",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Genma Onimusha,"January 28, 2002",83,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Space Station Silicon Valley,"October 21, 1998",83,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Need for Speed: Shift,"September 15, 2009",83,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Colin McRae Rally 2005,"September 28, 2004",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Tomb Raider: Anniversary,"June 5, 2007",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Need for Speed: Most Wanted,"November 16, 2005",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bangai-O Spirits,"August 12, 2008",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Need for Speed: Shift,"September 15, 2009",83,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pinball Hall of Fame: The Williams Collection,"September 22, 2009",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Final Fantasy XIII,"March 9, 2010",83,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NCAA Football 10,"July 14, 2009",83,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TimeSplitters: Future Perfect,"March 21, 2005",83,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FIFA Soccer 11,"September 28, 2010",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Project CARS,"May 6, 2015",83,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Crush,"May 29, 2007",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Riven: The Sequel to Myst,"October 31, 1997",83,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Borderlands,"October 20, 2009",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Need for Speed Underground,"November 17, 2003",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Freedom Fighters,"October 1, 2003",83,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
High Heat Major League Baseball 2004,"March 5, 2003",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Icewind Dale II,"August 26, 2002",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bleach: The Blade of Fate,"October 9, 2007",83,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lumines: Electronic Symphony,"February 15, 2012",83,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Prince of Persia: Warrior Within,"November 30, 2004",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Crackdown,"February 20, 2007",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Terraria,"May 16, 2011",83,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Madden NFL 09,"August 12, 2008",83,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MLB 06: The Show,"February 28, 2006",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Madden NFL 17,"August 23, 2016",83,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Just Cause 2,"March 23, 2010",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Picross DS,"July 30, 2007",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fight Night Round 3,"December 5, 2006",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Spider-Man 2,"June 28, 2004",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Steins;Gate,"June 5, 2015",83,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NHL 13,"September 11, 2012",83,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Madden NFL 13,"August 28, 2012",83,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Darksiders,"September 23, 2010",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Clubhouse Games,"October 9, 2006",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Super Puzzle Fighter II,"March 31, 2003",83,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Xenosaga Episode I: Der Wille zur Macht,"February 26, 2003",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Street Fighter Alpha 3,"December 1, 2002",83,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Resistance 3,"September 6, 2011",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ratchet & Clank Collection,"August 28, 2012",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Picross 3D,"May 3, 2010",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gunstar Super Heroes,"October 25, 2005",83,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Madden NFL 07,"August 22, 2006",83,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Persona 2: Eternal Punishment,"December 22, 2000",83,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LEGO Marvel Super Heroes,"November 15, 2013",83,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Tony Hawk's Underground 2,"October 4, 2004",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Castlevania: Lords of Shadow,"October 5, 2010",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Crisis Core: Final Fantasy VII,"March 24, 2008",83,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Age of Conan: Rise of the Godslayer,"May 11, 2010",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Darksiders,"January 5, 2010",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MLB 08: The Show,"March 4, 2008",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Alan Wake,"February 16, 2012",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Titanfall,"April 8, 2014",83,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Karaoke Revolution,"October 24, 2003",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Hitman 2: Silent Assassin,"June 19, 2003",83,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
NBA Live 2003,"October 8, 2002",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Indigo Prophecy,"September 26, 2005",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Deus Ex: Mankind Divided,"August 23, 2016",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Prince of Persia: Warrior Within,"November 30, 2004",83,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Child of Light,"July 1, 2014",83,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Rogue Galaxy,"January 30, 2007",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Tekken Tag Tournament 2,"September 11, 2012",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yakuza 5,"December 8, 2015",83,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
DiRT,"September 11, 2007",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
FIFA Soccer 08,"October 9, 2007",83,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Zero Escape: Zero Time Dilemma,"June 28, 2016",83,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Call of Duty: Advanced Warfare,"November 3, 2014",83,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
WarioWare: Smooth Moves,"January 15, 2007",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tiger Woods PGA Tour 06,"September 20, 2005",83,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MLB 14: The Show,"May 6, 2014",83,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Project CARS,"May 12, 2015",83,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Worldwide Soccer Manager 2009,"November 18, 2008",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Call of Duty: World at War,"November 10, 2008",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Torchlight,"October 27, 2009",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mortal Kombat X,"April 14, 2015",83,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sonic Advance 2,"March 9, 2003",83,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rayman 3,"March 2, 2003",83,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NCAA College Basketball 2K3,"December 2, 2002",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Steel Battalion,"November 21, 2002",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
XGIII: Extreme G Racing,"November 27, 2001",83,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Professor Layton and the Last Specter,"October 18, 2011",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NBA 2K15,"October 7, 2014",83,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Madden NFL 16,"August 25, 2015",83,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2010 FIFA World Cup South Africa,"April 27, 2010",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FIFA Soccer 10,"October 20, 2009",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gravity Rush,"June 12, 2012",83,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ninja Gaiden: Dragon Sword,"March 25, 2008",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ninja Gaiden Sigma 2,"September 29, 2009",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dragon Quest Heroes: Rocket Slime,"September 19, 2006",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sleeping Dogs,"August 14, 2012",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Contra 4,"November 13, 2007",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rhythm Heaven,"April 5, 2009",83,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Final Fantasy V Advance,"November 6, 2006",83,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colin McRae Rally 2005,"October 28, 2004",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
James Bond 007: Everything or Nothing,"February 17, 2004",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Sims,"January 12, 2003",83,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
All-Star Baseball 2003,"February 25, 2002",83,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
F1 2001,"November 18, 2001",83,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Tom Clancy's Splinter Cell: Conviction,"April 27, 2010",83,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Hitman: Absolution,"November 20, 2012",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Hitman: Blood Money,"May 30, 2006",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Call of Duty: Black Ops II,"November 13, 2012",83,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Guitar Hero III: Legends of Rock,"October 28, 2007",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Alan Wake,"May 18, 2010",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
L.A. Noire: The Complete Edition,"November 8, 2011",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Brutal Legend,"October 13, 2009",83,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
GTR Evolution,"September 1, 2008",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bully: Scholarship Edition,"March 4, 2008",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Def Jam: Fight for NY,"September 20, 2004",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Disgaea 2: Dark Hero Days,"September 8, 2009",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Battlefield: Bad Company,"June 23, 2008",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
NCAA Football 09,"July 15, 2008",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Final Fantasy Tactics,"January 28, 1998",83,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Ace Combat 2,"July 31, 1997",83,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pro Evolution Soccer 2008,"March 18, 2008",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Hearts of Iron IV,"June 6, 2016",83,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
F1 2011,"September 19, 2011",83,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Frequency,"November 19, 2001",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Call of Duty: World at War,"November 10, 2008",83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MLB 07: The Show,"February 26, 2007",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Theatrhythm Final Fantasy: Curtain Call,"September 16, 2014",83,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harvest Moon: Magical Melody,"March 28, 2006",83,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Donkey Kong Country: Tropical Freeze,"February 21, 2014",83,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Valkyria Chronicles II,"August 30, 2010",83,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Odin Sphere,"May 22, 2007",83,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
